date,DryBulb,DewPnt,WetBulb,Humidity,ElecPrice,OT
2010-05-02,903.4999999927356,638.4000000058674,755.0499999994412,3550.0000000405125,1058.29,369278.13
2010-05-03,919.7499999994412,702.7499999973458,793.0499999983934,3635.499999991618,1127.79,415113.86
2010-05-04,961.0499999949708,686.800000012084,802.4500000034226,3427.0000000642613,1106.75,418582.13
2010-05-05,813.3999999970315,384.20000000412114,602.4500000006635,2740.000000030035,1217.32,415120.08999999997
2010-05-06,737.649999996787,204.5499999995809,488.89999999832366,2343.000000005588,1141.84,422420.49
2010-05-07,762.0499999949709,349.20000000474977,556.2499999997206,2788.5000000279397,1176.55,422341.76
2010-05-08,802.6000000020955,457.4000000064261,621.2000000034925,3065.000000019558,1108.63,390516.07
2010-05-09,843.500000002794,533.8500000026543,674.3500000022352,3236.500000004191,1142.77,371043.78
2010-05-10,859.7999999984634,634.3000000015367,731.5499999998603,3590.000000012573,1329.25,413912.5
2010-05-11,898.4,338.09999999538996,626.8999999990222,2561.499999993015,1405.09,419854.09
2010-05-12,677.2499999977648,50.00000000824221,408.80000000111755,2007.0000000251457,1738.44,432496.5
2010-05-13,691.2000000009779,246.0500000019558,482.450000001397,2642.500000002794,1418.11,438251.58
2010-05-14,722.1499999912921,296.6000000012573,516.849999996461,2723.0000000349246,1730.24,435858.55
2010-05-15,740.7000000011176,385.70000000502915,560.9000000025146,2992.000000011176,1733.06,406317.25
2010-05-16,736.700000001397,480.35000000405125,602.4500000025146,3410.000000012573,1667.6399999999999,394571.8
2010-05-17,711.6500000029337,546.0500000027939,623.0500000027939,3845.499999998603,1916.99,441518.82
2010-05-18,657.3,591.4499999949709,621.5999999973457,4391.999999967869,1659.82,451106.53
2010-05-19,706.4999999960885,569.7999999967171,632.1999999967171,4035.500000004191,1308.71,445179.14
2010-05-20,718.8499999988824,531.0499999981839,618.2499999984633,3755.499999991618,1258.3,444364.9
2010-05-21,706.3499999927357,540.9500000117347,617.8500000023749,3877.500000085216,1175.59,440915.98
2010-05-22,660.4499999963679,494.85000000153667,573.4999999990221,3870.000000030035,1333.72,417591.58
2010-05-23,572.7999999962282,501.14999999594875,536.5499999960884,4348.5,1243.49,414580.3
2010-05-24,682.5499999979045,543.9500000002794,607.9999999991618,4001.000000006985,1200.17,448115.36
2010-05-25,723.9500000009779,632.8000000011176,673.2000000011176,4249.000000002794,1491.35,450198.46
2010-05-26,710.2999999988824,633.0500000029336,667.1000000011176,4348.000000016764,1476.6100000000001,453226.11
2010-05-27,779.5999999994413,558.4499999937136,660.7999999966472,3603.4999999678694,1377.79,445150.78
2010-05-28,757.7500000001397,574.7500000071246,657.4500000034925,3815.5000000321306,1155.04,439364.65
2010-05-29,757.8499999995809,639.0499999998603,691.4499999997206,4103.500000001397,1157.77,418494.56
2010-05-30,707.3000000023749,463.34999999999997,580.1000000009778,3483.49999998603,1052.96,402277.73
2010-05-31,747.8999999927357,579.7500000019558,656.6499999983237,3851.5000000516884,1283.45,443135.39
2010-06-01,708.9499999994412,536.3500000011176,616.5500000004191,3840.500000012573,1313.5,448830.47000000003
2010-06-02,715.5999999955296,525.9499999918975,614.149999993993,3753.499999983236,1325.05,447732.92
2010-06-03,786.2000000082422,675.100000000978,722.9500000040513,4143.499999962281,1376.14,447550.77999999997
2010-06-04,796.4999999983236,659.1000000015367,719.85,4024.0000000209548,1432.17,449732.86
2010-06-05,730.1000000008381,524.399999992596,620.8499999969266,3665.9999999706633,2392.66,418426.5
2010-06-06,611.0000000011177,367.1000000020955,492.80000000153666,3465.500000012573,2145.49,414995.48
2010-06-07,583.8,358.15000000181607,476.3500000009779,3529.500000011176,1846.74,460985.38
2010-06-08,618.9000000065658,398.7499999979045,508.5000000020955,3570.4999999664724,1299.33,466213.22000000003
2010-06-09,594.6500000031012,202.1499999923166,420.0499999991059,2875.4999999656343,1152.1200000000001,471720.18
2010-06-10,589.5500000005587,44.9999999997206,360.9,2246.999999994412,1339.15,475191.33
2010-06-11,532.1999999973457,133.44999999497085,357.7499999969965,2791.9999999881256,1228.72,479572.64
2010-06-12,572.2999999991619,182.35000000209547,398.2500000002794,2801.000000008382,1484.84,449101.32
2010-06-13,543.4999999959488,242.90000000265428,405.1499999991618,3172.5000000307336,1300.59,434452.27
2010-06-14,554.9000000004191,323.4999999995809,445.1500000001397,3533.499999993015,1387.9,441780.67
2010-06-15,613.6000000015367,408.6499999990221,510.3000000004191,3688.999999993015,1320.55,478967.98
2010-06-16,659.1499999976252,452.6,552.149999999022,3668.500000019558,1079.63,468546.51
2010-06-17,721.1999999987428,421.3000000006985,569.1999999997206,3185.000000009779,1068.02,470365.55
2010-06-18,633.250000002794,192.89999999077992,433.1499999980442,2621.9999999497086,1072.95,464538.67
2010-06-19,638.3000000091503,240.29999999196735,451.5000000015367,2798.4999999322463,1093.86,436158.77
2010-06-20,667.2499999946216,325.45000000034923,501.9499999979045,3064.0000000146683,1180.04,422157.77999999997
2010-06-21,626.5500000015367,515.0499999973457,568.6499999995809,4131.499999979045,1572.58,470512.14
2010-06-22,695.0500000044703,533.5999999944121,610.2499999994412,3877.4999999497086,1489.51,471896.41
2010-06-23,670.4999999960885,581.1000000019558,622.5999999993015,4256.000000037719,1273.39,468169.4
2010-06-24,679.8500000009778,542.2500000062864,607.1500000032131,4020.0000000265427,1072.9,460321.29
2010-06-25,748.5499999991619,533.1499999995809,633.4999999994412,3594.499999998603,1081.05,451673.72
2010-06-26,722.3500000006286,438.4499999984633,580.749999999511,3303.999999988824,1598.4,424848.7
2010-06-27,493.9499999987427,178.7999999995809,354.44999999916183,3084.500000009779,1685.81,438807.16
2010-06-28,453.3500000023749,127.34999999538995,313.9999999995809,3098.9999999762513,1642.67,489608.85
